sample_id,record_submit_time,sample_holderno,sample_duration,exp_id,exp_name,exp_description,user_id,group_abbr,solvent_abbr,spectrometer_id,spectrometer_name,spectrometer_capacity
80001,25/03/2014 15:17,3,00:00:57,1,proton.a.and,1H Observe  ,27,doh,DMSO,5,Alec,60
80002,25/03/2014 15:17,4,00:00:57,1,proton.a.and,1H Observe  ,27,doh,DMSO,5,Alec,60
80005,25/03/2014 15:17,5,00:00:57,1,proton.a.and,1H Observe  ,39,csjc,CDCl3,5,Alec,60
80006,25/03/2014 15:17,6,00:00:57,1,proton.a.and,1H Observe  ,39,csjc,CDCl3,5,Alec,60
80008,25/03/2014 15:22,36,00:01:09,1,proton.a.and,1H Observe  ,71,erk,CDCl3,1,Noah,60
80009,25/03/2014 15:22,36,00:02:24,21,f19cpd_80ppm.a.and,19F Observe with 1H decoupling - SW 80 ppm,71,erk,CDCl3,1,Noah,60
80011,25/03/2014 15:24,7,00:05:35,100,gcosy-DQF.a.and,2D 1H#1H-DQF-COSY (mag. mode),238,jdw,CDCl3,5,Alec,60
80013,25/03/2014 15:24,1,00:00:43,2,proton_WIDE.a.and,1H Observe with Expanded Sweep Width [from 15 to -25 ppm],42,csjc,CD3CN,4,Felix,60
80016,25/03/2014 15:35,2,00:00:57,1,proton.a.and,1H Observe  ,18,ads,CDCl3,4,Felix,60
80019,25/03/2014 15:43,8,00:00:57,1,proton.a.and,1H Observe  ,150,csjc,CDCl3,5,Alec,60
80020,25/03/2014 15:43,37,00:01:09,1,proton.a.and,1H Observe  ,124,gjf,CDCl3,1,Noah,60
80022,25/03/2014 15:46,3,00:00:57,1,proton.a.and,1H Observe  ,9,dp,CDCl3,4,Felix,60
80024,25/03/2014 15:55,9,00:00:57,1,proton.a.and,1H Observe  ,43,njw,CDCl3,5,Alec,60
80026,25/03/2014 15:57,4,00:01:42,1,proton.a.and,1H Observe  ,8,dp,CDCl3,4,Felix,60
80027,25/03/2014 15:57,4,00:01:55,20,f19cpd.a.and,19F Observe with 1H decoupling - Full Range SW,8,dp,CDCl3,4,Felix,60
80029,25/03/2014 15:58,5,00:01:17,2,proton_WIDE.a.and,1H Observe with Expanded Sweep Width [from 15 to -25 ppm],81,spn,CDCl3,4,Felix,60
80030,25/03/2014 15:58,5,00:05:45,20,f19cpd.a.and,19F Observe with 1H decoupling - Full Range SW,81,spn,CDCl3,4,Felix,60
80032,25/03/2014 15:59,6,00:01:17,2,proton_WIDE.a.and,1H Observe with Expanded Sweep Width [from 15 to -25 ppm],194,spn,CDCl3,4,Felix,60
80033,25/03/2014 15:59,6,00:05:45,20,f19cpd.a.and,19F Observe with 1H decoupling - Full Range SW,194,spn,CDCl3,4,Felix,60
80035,25/03/2014 16:15,10,00:00:57,1,proton.a.and,1H Observe  ,197,erk,CDCl3,5,Alec,60
80036,25/03/2014 16:15,10,00:01:45,20,f19cpd.a.and,19F Observe with 1H decoupling - Full Range SW,197,erk,CDCl3,5,Alec,60
80038,25/03/2014 16:17,11,00:00:57,1,proton.a.and,1H Observe  ,84,spn,CDCl3,5,Alec,60
80044,25/03/2014 16:24,7,00:00:43,2,proton_WIDE.a.and,1H Observe with Expanded Sweep Width [from 15 to -25 ppm],76,spn,C6D6,4,Felix,60
80045,25/03/2014 16:24,7,00:03:43,20,f19cpd.a.and,19F Observe with 1H decoupling - Full Range SW,76,spn,C6D6,4,Felix,60
80048,25/03/2014 16:26,8,00:00:43,2,proton_WIDE.a.and,1H Observe with Expanded Sweep Width [from 15 to -25 ppm],76,spn,CD2Cl2,4,Felix,60
80049,25/03/2014 16:26,9,00:00:43,2,proton_WIDE.a.and,1H Observe with Expanded Sweep Width [from 15 to -25 ppm],76,spn,CD2Cl2,4,Felix,60
80053,25/03/2014 16:32,10,00:00:57,1,proton.a.and,1H Observe  ,82,raa,Pyr,4,Felix,60
80054,25/03/2014 16:32,10,00:42:14,10,c13_deptq.a.and,13C Observe with multiplicity editing - DEPTQ,82,raa,Pyr,4,Felix,60
80055,25/03/2014 16:32,11,00:00:57,1,proton.a.and,1H Observe  ,82,raa,Pyr,4,Felix,60
80056,25/03/2014 16:32,11,00:42:14,10,c13_deptq.a.and,13C Observe with multiplicity editing - DEPTQ,82,raa,Pyr,4,Felix,60
80057,25/03/2014 16:31,12,00:00:57,1,proton.a.and,1H Observe  ,110,raa,CDCl3,5,Alec,60
80058,25/03/2014 16:31,12,00:42:14,10,c13_deptq.a.and,13C Observe with multiplicity editing - DEPTQ,110,raa,CDCl3,5,Alec,60
80059,25/03/2014 16:31,12,00:10:32,101,ghsqc-ed.a.and,2D 1H#13C-gs-HSQC with multiplicity editing,110,raa,CDCl3,5,Alec,60
80060,25/03/2014 16:31,12,00:32:32,102,ghmbc.a.and,2D 1H#13C-gs-HMBC,110,raa,CDCl3,5,Alec,60
80062,25/03/2014 16:38,13,00:42:14,10,c13_deptq.a.and,13C Observe with multiplicity editing - DEPTQ,53,pk,CDCl3,5,Alec,60
80064,25/03/2014 16:41,14,00:05:47,3,proton_Quant.a.and,1H Observe - Quantitative ,72,spn,CDCl3,5,Alec,60
80069,25/03/2014 16:49,15,00:23:31,65,si29ig.a.and,29Si Observe with 1H Decoupling,254,jdw,C6D6,5,Alec,60
80074,25/03/2014 16:51,17,00:00:43,2,proton_WIDE.a.and,1H Observe with Expanded Sweep Width [from 15 to -25 ppm],86,spn,THF,5,Alec,60
80076,25/03/2014 16:50,16,00:02:27,1,proton.a.and,1H Observe  ,71,erk,CDCl3,5,Alec,60
80077,25/03/2014 16:50,16,00:01:45,20,f19cpd.a.and,19F Observe with 1H decoupling - Full Range SW,71,erk,CDCl3,5,Alec,60
80080,25/03/2014 16:56,18,00:43:36,50,se77cpd.a.and,77Se Observe:Decoupled - SW=1000ppm (Ph2Se2/CDCl3 = 463ppm),131,spn,Acetone,5,Alec,60
80081,25/03/2014 16:56,19,01:48:54,50,se77cpd.a.and,77Se Observe:Decoupled - SW=1000ppm (Ph2Se2/CDCl3 = 463ppm),131,spn,Acetone,5,Alec,60
80083,25/03/2014 16:58,20,00:00:57,1,proton.a.and,1H Observe  ,172,spn,CDCl3,5,Alec,60
80085,25/03/2014 17:03,21,00:01:17,2,proton_WIDE.a.and,1H Observe with Expanded Sweep Width [from 15 to -25 ppm],194,spn,C6D6,5,Alec,60
80091,25/03/2014 17:20,23,00:05:47,3,proton_Quant.a.and,1H Observe - Quantitative ,72,spn,CDCl3,5,Alec,60
80092,25/03/2014 17:20,24,00:05:47,3,proton_Quant.a.and,1H Observe - Quantitative ,72,spn,CDCl3,5,Alec,60
80094,25/03/2014 17:21,22,00:00:57,1,proton.a.and,1H Observe  ,197,erk,CDCl3,5,Alec,60
80095,25/03/2014 17:21,22,00:37:05,21,f19cpd_80ppm.a.and,19F Observe with 1H decoupling - SW 80 ppm,197,erk,CDCl3,5,Alec,60
80097,25/03/2014 17:22,12,00:00:57,1,proton.a.and,1H Observe  ,17,ads,CDCl3,4,Felix,60
80099,25/03/2014 17:30,13,00:03:14,1,proton.a.and,1H Observe  ,181,doh,CDCl3,4,Felix,60
80101,25/03/2014 17:33,14,01:22:26,10,c13_deptq.a.and,13C Observe with multiplicity editing - DEPTQ,9,dp,CDCl3,4,Felix,60
80105,25/03/2014 17:38,15,00:00:57,1,proton.a.and,1H Observe  ,60,pk,C6D6,4,Felix,60
80106,25/03/2014 17:38,15,01:34:46,10,c13_deptq.a.and,13C Observe with multiplicity editing - DEPTQ,60,pk,C6D6,4,Felix,60
80107,25/03/2014 17:38,15,00:16:56,30,p31cpd.a.and,31P Observe with 1H decoupling,60,pk,C6D6,4,Felix,60
80108,25/03/2014 17:38,15,00:16:40,31,p31.a.and,31P Observe without 1H decoupling,60,pk,C6D6,4,Felix,60
80109,25/03/2014 17:38,15,00:00:57,300,proton-N.a.and,1H Observe,60,pk,C6D6,4,Felix,60
80110,25/03/2014 17:38,15,00:05:35,301,gcosy-DQF-N.a.and,2D 1H#1H-DQF-COSY (mag. mode),60,pk,C6D6,4,Felix,60
80111,25/03/2014 17:38,15,00:10:31,101,ghsqc-ed.a.and,2D 1H#13C-gs-HSQC with multiplicity editing,60,pk,C6D6,4,Felix,60
80112,25/03/2014 17:38,15,00:32:31,102,ghmbc.a.and,2D 1H#13C-gs-HMBC,60,pk,C6D6,4,Felix,60
80113,25/03/2014 17:41,16,00:00:57,1,proton.a.and,1H Observe  ,246,gjf,CDCl3,4,Felix,60
80114,25/03/2014 17:41,17,00:00:57,1,proton.a.and,1H Observe  ,246,gjf,CDCl3,4,Felix,60
80116,25/03/2014 17:40,25,00:00:57,1,proton.a.and,1H Observe  ,185,doh,CDCl3,5,Alec,60
80122,25/03/2014 17:44,1,00:01:09,1,proton.a.and,1H Observe  ,2,tl,CDCl3,1,Noah,60
80124,25/03/2014 17:44,3,00:00:24,30,p31cpd.a.and,31P Observe with 1H decoupling,2,tl,None,1,Noah,60
80125,25/03/2014 17:44,18,00:42:14,10,c13_deptq.a.and,13C Observe with multiplicity editing - DEPTQ,218,raa,CDCl3,4,Felix,60
80126,25/03/2014 17:45,26,00:00:57,1,proton.a.and,1H Observe  ,197,erk,CDCl3,5,Alec,60
80127,25/03/2014 17:45,26,00:06:29,21,f19cpd_80ppm.a.and,19F Observe with 1H decoupling - SW 80 ppm,197,erk,CDCl3,5,Alec,60
80128,25/03/2014 17:45,26,00:37:05,21,f19cpd_80ppm.a.and,19F Observe with 1H decoupling - SW 80 ppm,197,erk,CDCl3,5,Alec,60
80133,25/03/2014 17:48,19,00:00:57,1,proton.a.and,1H Observe  ,156,spn,CDCl3,4,Felix,60
80134,25/03/2014 17:48,19,00:53:32,11,c13_udeft.a.and,13C Observe with 1H decoupling - UDEFT,156,spn,CDCl3,4,Felix,60
80135,25/03/2014 17:48,20,00:00:57,1,proton.a.and,1H Observe  ,156,spn,CDCl3,4,Felix,60
80136,25/03/2014 17:48,20,00:53:32,11,c13_udeft.a.and,13C Observe with 1H decoupling - UDEFT,156,spn,CDCl3,4,Felix,60
80137,25/03/2014 17:50,27,00:00:57,1,proton.a.and,1H Observe  ,209,njw,DMSO,5,Alec,60
80138,25/03/2014 17:50,28,00:00:57,1,proton.a.and,1H Observe  ,209,njw,DMSO,5,Alec,60
80139,25/03/2014 17:50,28,00:42:14,10,c13_deptq.a.and,13C Observe with multiplicity editing - DEPTQ,209,njw,DMSO,5,Alec,60
80140,25/03/2014 17:50,28,00:05:35,100,gcosy-DQF.a.and,2D 1H#1H-DQF-COSY (mag. mode),209,njw,DMSO,5,Alec,60
80141,25/03/2014 17:50,28,00:10:32,101,ghsqc-ed.a.and,2D 1H#13C-gs-HSQC with multiplicity editing,209,njw,DMSO,5,Alec,60
80142,25/03/2014 17:50,28,00:32:32,102,ghmbc.a.and,2D 1H#13C-gs-HMBC,209,njw,DMSO,5,Alec,60
80154,25/03/2014 17:53,21,00:00:57,1,proton.a.and,1H Observe  ,181,doh,CDCl3,4,Felix,60
80155,25/03/2014 17:53,21,00:05:35,100,gcosy-DQF.a.and,2D 1H#1H-DQF-COSY (mag. mode),181,doh,CDCl3,4,Felix,60
80156,25/03/2014 17:53,21,00:10:31,101,ghsqc-ed.a.and,2D 1H#13C-gs-HSQC with multiplicity editing,181,doh,CDCl3,4,Felix,60
80157,25/03/2014 17:53,21,00:32:31,102,ghmbc.a.and,2D 1H#13C-gs-HMBC,181,doh,CDCl3,4,Felix,60
80158,25/03/2014 17:53,21,00:42:14,10,c13_deptq.a.and,13C Observe with multiplicity editing - DEPTQ,181,doh,CDCl3,4,Felix,60
80163,25/03/2014 17:56,22,00:53:32,11,c13_udeft.a.and,13C Observe with 1H decoupling - UDEFT,17,ads,CDCl3,4,Felix,60
80164,25/03/2014 17:56,22,00:10:31,101,ghsqc-ed.a.and,2D 1H#13C-gs-HSQC with multiplicity editing,17,ads,CDCl3,4,Felix,60
80165,25/03/2014 17:56,22,00:32:31,102,ghmbc.a.and,2D 1H#13C-gs-HMBC,17,ads,CDCl3,4,Felix,60
80166,25/03/2014 17:56,22,00:00:57,1,proton.a.and,1H Observe  ,17,ads,CDCl3,4,Felix,60
80168,25/03/2014 18:02,23,00:00:57,1,proton.a.and,1H Observe  ,156,spn,C6D6,4,Felix,60
80170,25/03/2014 18:16,31,00:00:57,1,proton.a.and,1H Observe  ,28,doh,CDCl3,5,Alec,60
80173,25/03/2014 18:18,4,00:01:09,1,proton.a.and,1H Observe  ,2,tl,MeOD,1,Noah,60
80174,25/03/2014 18:18,5,00:00:24,30,p31cpd.a.and,31P Observe with 1H decoupling,2,tl,None,1,Noah,60
80176,25/03/2014 18:34,32,00:00:57,1,proton.a.and,1H Observe  ,202,njw,CDCl3,5,Alec,60
80182,25/03/2014 19:00,6,00:01:09,1,proton.a.and,1H Observe  ,200,njw,CDCl3,1,Noah,60
80185,25/03/2014 19:04,24,00:53:32,11,c13_udeft.a.and,13C Observe with 1H decoupling - UDEFT,43,njw,DMSO,4,Felix,60
80186,25/03/2014 19:04,25,00:53:32,11,c13_udeft.a.and,13C Observe with 1H decoupling - UDEFT,43,njw,DMSO,4,Felix,60
80189,25/03/2014 19:26,7,00:01:09,1,proton.a.and,1H Observe  ,188,jhn,DMSO,1,Noah,60
80190,25/03/2014 19:26,8,00:01:09,1,proton.a.and,1H Observe  ,188,jhn,DMSO,1,Noah,60
80196,26/03/2014 07:56,26,00:00:57,1,proton.a.and,1H Observe  ,156,spn,MeOD,4,Felix,60
80199,26/03/2014 09:00,9,00:01:09,1,proton.a.and,1H Observe  ,172,spn,CDCl3,1,Noah,60
80200,26/03/2014 09:00,10,00:01:09,1,proton.a.and,1H Observe  ,172,spn,CDCl3,1,Noah,60
80202,26/03/2014 09:10,27,00:02:27,1,proton.a.and,1H Observe  ,71,erk,CDCl3,4,Felix,60
80211,26/03/2014 09:14,11,00:07:42,21,f19cpd_80ppm.a.and,19F Observe with 1H decoupling - SW 80 ppm,71,erk,DMF,1,Noah,60
80212,26/03/2014 09:14,12,00:07:42,22,f19_80ppm.a.and,19F Observe without 1H decoupling - SW 80 ppm,71,erk,DMF,1,Noah,60
80213,26/03/2014 09:14,28,00:00:57,1,proton.a.and,1H Observe  ,158,beb,CD2Cl2,4,Felix,60
80222,26/03/2014 09:51,29,00:00:57,1,proton.a.and,1H Observe  ,233,rjmg,CDCl3,4,Felix,60
80223,26/03/2014 09:51,30,00:00:57,1,proton.a.and,1H Observe  ,233,rjmg,CDCl3,4,Felix,60
80225,26/03/2014 09:53,31,00:00:57,1,proton.a.and,1H Observe  ,21,doh,CDCl3,4,Felix,60
80226,26/03/2014 09:53,31,00:02:09,21,f19cpd_80ppm.a.and,19F Observe with 1H decoupling - SW 80 ppm,21,doh,CDCl3,4,Felix,60
80228,26/03/2014 10:07,1,00:00:57,1,proton.a.and,1H Observe  ,241,ezc,CDCl3,5,Alec,60
80230,26/03/2014 10:08,32,00:00:57,1,proton.a.and,1H Observe  ,161,csjc,CDCl3,4,Felix,60
80233,26/03/2014 11:07,2,00:00:57,1,proton.a.and,1H Observe  ,17,ads,CDCl3,5,Alec,60
80234,26/03/2014 11:07,3,00:00:57,1,proton.a.and,1H Observe  ,17,ads,CDCl3,5,Alec,60
80236,26/03/2014 10:17,13,00:01:09,1,proton.a.and,1H Observe  ,172,spn,CDCl3,1,Noah,60
80238,26/03/2014 10:18,4,00:01:17,2,proton_WIDE.a.and,1H Observe with Expanded Sweep Width [from 15 to -25 ppm],81,spn,C6D6,5,Alec,60
80239,26/03/2014 10:18,4,00:05:17,20,f19cpd.a.and,19F Observe with 1H decoupling - Full Range SW,81,spn,C6D6,5,Alec,60
80241,26/03/2014 10:19,5,00:01:17,2,proton_WIDE.a.and,1H Observe with Expanded Sweep Width [from 15 to -25 ppm],194,spn,C6D6,5,Alec,60
80242,26/03/2014 10:19,5,00:05:17,20,f19cpd.a.and,19F Observe with 1H decoupling - Full Range SW,194,spn,C6D6,5,Alec,60
80244,26/03/2014 10:23,6,00:01:45,20,f19cpd.a.and,19F Observe with 1H decoupling - Full Range SW,41,csjc,None,5,Alec,60
80249,26/03/2014 10:25,33,00:01:55,20,f19cpd.a.and,19F Observe with 1H decoupling - Full Range SW,84,spn,CDCl3,4,Felix,60
80250,26/03/2014 10:25,33,00:00:57,1,proton.a.and,1H Observe  ,84,spn,CDCl3,4,Felix,60
80251,26/03/2014 10:25,34,00:00:57,1,proton.a.and,1H Observe  ,84,spn,CDCl3,4,Felix,60
80252,26/03/2014 10:24,7,00:00:57,1,proton.a.and,1H Observe  ,50,njw,CDCl3,5,Alec,60
80253,26/03/2014 10:24,8,00:00:57,1,proton.a.and,1H Observe  ,50,njw,CDCl3,5,Alec,60
80255,26/03/2014 10:25,35,00:00:57,1,proton.a.and,1H Observe  ,9,dp,CDCl3,4,Felix,60
80256,26/03/2014 10:25,35,00:02:09,21,f19cpd_80ppm.a.and,19F Observe with 1H decoupling - SW 80 ppm,9,dp,CDCl3,4,Felix,60
80258,26/03/2014 10:28,9,00:03:14,1,proton.a.and,1H Observe  ,9,dp,CD2Cl2,5,Alec,60
80260,26/03/2014 10:33,36,00:00:57,1,proton.a.and,1H Observe  ,197,erk,Tol,4,Felix,60
80261,26/03/2014 10:33,36,00:06:28,21,f19cpd_80ppm.a.and,19F Observe with 1H decoupling - SW 80 ppm,197,erk,Tol,4,Felix,60
80263,26/03/2014 10:44,10,00:00:43,2,proton_WIDE.a.and,1H Observe with Expanded Sweep Width [from 15 to -25 ppm],148,spn,Tol,5,Alec,60
80264,26/03/2014 10:44,10,00:04:19,30,p31cpd.a.and,31P Observe with 1H decoupling,148,spn,Tol,5,Alec,60
80266,26/03/2014 10:48,11,00:00:57,1,proton.a.and,1H Observe  ,185,doh,CDCl3,5,Alec,60
80268,26/03/2014 10:50,12,00:00:57,1,proton.a.and,1H Observe  ,41,csjc,CDCl3,5,Alec,60
80271,26/03/2014 10:58,1,00:01:09,1,proton.a.and,1H Observe  ,150,csjc,CDCl3,1,Noah,60
80272,26/03/2014 10:58,2,00:01:09,1,proton.a.and,1H Observe  ,150,csjc,CDCl3,1,Noah,60
80275,26/03/2014 11:06,1,00:00:43,2,proton_WIDE.a.and,1H Observe with Expanded Sweep Width [from 15 to -25 ppm],42,csjc,CD3CN,4,Felix,60
80276,26/03/2014 11:06,2,00:00:43,2,proton_WIDE.a.and,1H Observe with Expanded Sweep Width [from 15 to -25 ppm],42,csjc,CD3CN,4,Felix,60
80278,26/03/2014 11:09,3,00:01:09,1,proton.a.and,1H Observe  ,18,ads,CDCl3,1,Noah,60
80281,26/03/2014 11:17,3,00:00:57,1,proton.a.and,1H Observe  ,179,mlc,C6D6,4,Felix,60
80282,26/03/2014 11:17,3,00:02:09,21,f19cpd_80ppm.a.and,19F Observe with 1H decoupling - SW 80 ppm,179,mlc,C6D6,4,Felix,60
80283,26/03/2014 11:17,4,00:00:57,1,proton.a.and,1H Observe  ,179,mlc,C6D6,4,Felix,60
80284,26/03/2014 11:17,4,00:02:09,21,f19cpd_80ppm.a.and,19F Observe with 1H decoupling - SW 80 ppm,179,mlc,C6D6,4,Felix,60
80286,26/03/2014 11:28,5,00:07:02,1,proton.a.and,1H Observe  ,8,dp,CDCl3,4,Felix,60
80289,26/03/2014 11:30,6,00:00:43,2,proton_WIDE.a.and,1H Observe with Expanded Sweep Width [from 15 to -25 ppm],42,csjc,CD3CN,4,Felix,60
80290,26/03/2014 11:30,7,00:00:43,2,proton_WIDE.a.and,1H Observe with Expanded Sweep Width [from 15 to -25 ppm],42,csjc,CD3CN,4,Felix,60
80294,26/03/2014 11:32,10,00:00:57,1,proton.a.and,1H Observe  ,19,ads,CDCl3,4,Felix,60
80300,26/03/2014 11:41,11,00:00:57,1,proton.a.and,1H Observe  ,197,erk,CDCl3,4,Felix,60
80301,26/03/2014 11:41,11,00:06:28,21,f19cpd_80ppm.a.and,19F Observe with 1H decoupling - SW 80 ppm,197,erk,CDCl3,4,Felix,60
80304,26/03/2014 11:37,12,00:00:57,1,proton.a.and,1H Observe  ,179,mlc,C6D6,4,Felix,60
80305,26/03/2014 11:37,12,00:01:55,20,f19cpd.a.and,19F Observe with 1H decoupling - Full Range SW,179,mlc,C6D6,4,Felix,60
80306,26/03/2014 11:37,13,00:00:57,1,proton.a.and,1H Observe  ,179,mlc,C6D6,4,Felix,60
80307,26/03/2014 11:37,13,00:01:55,20,f19cpd.a.and,19F Observe with 1H decoupling - Full Range SW,179,mlc,C6D6,4,Felix,60
80310,26/03/2014 11:41,4,00:00:51,2,proton_WIDE.a.and,1H Observe with Expanded Sweep Width [from 15 to -25 ppm],76,spn,CD2Cl2,1,Noah,60
80311,26/03/2014 11:41,4,00:02:24,21,f19cpd_80ppm.a.and,19F Observe with 1H decoupling - SW 80 ppm,76,spn,CD2Cl2,1,Noah,60
80312,26/03/2014 11:41,5,00:00:51,2,proton_WIDE.a.and,1H Observe with Expanded Sweep Width [from 15 to -25 ppm],76,spn,CD2Cl2,1,Noah,60
80313,26/03/2014 11:41,5,00:02:09,20,f19cpd.a.and,19F Observe with 1H decoupling - Full Range SW,76,spn,CD2Cl2,1,Noah,60
80320,26/03/2014 11:48,8,00:01:17,2,proton_WIDE.a.and,1H Observe with Expanded Sweep Width [from 15 to -25 ppm],194,spn,CDCl3,4,Felix,60
80321,26/03/2014 11:48,9,00:01:17,2,proton_WIDE.a.and,1H Observe with Expanded Sweep Width [from 15 to -25 ppm],194,spn,CDCl3,4,Felix,60
80323,26/03/2014 11:51,14,00:00:57,1,proton.a.and,1H Observe  ,74,erk,CDCl3,4,Felix,60
80324,26/03/2014 11:51,14,00:01:55,20,f19cpd.a.and,19F Observe with 1H decoupling - Full Range SW,74,erk,CDCl3,4,Felix,60
80326,26/03/2014 11:53,15,00:00:57,1,proton.a.and,1H Observe  ,181,doh,CDCl3,4,Felix,60
80329,26/03/2014 11:59,17,00:00:57,1,proton.a.and,1H Observe  ,185,doh,CDCl3,4,Felix,60
80330,26/03/2014 11:58,16,00:00:57,1,proton.a.and,1H Observe  ,106,pk,CDCl3,4,Felix,60
80331,26/03/2014 11:58,16,00:05:35,100,gcosy-DQF.a.and,2D 1H#1H-DQF-COSY (mag. mode),106,pk,CDCl3,4,Felix,60
80332,26/03/2014 11:58,16,00:04:20,30,p31cpd.a.and,31P Observe with 1H decoupling,106,pk,CDCl3,4,Felix,60
80334,26/03/2014 12:00,18,00:00:57,1,proton.a.and,1H Observe  ,21,doh,CDCl3,4,Felix,60
80335,26/03/2014 12:00,18,00:02:09,21,f19cpd_80ppm.a.and,19F Observe with 1H decoupling - SW 80 ppm,21,doh,CDCl3,4,Felix,60
80337,26/03/2014 12:02,6,00:01:09,1,proton.a.and,1H Observe  ,117,njw,CDCl3,1,Noah,60
80339,26/03/2014 12:06,19,00:00:57,1,proton.a.and,1H Observe  ,241,ezc,CD3CN,4,Felix,60
80341,26/03/2014 12:08,7,00:07:34,1,proton.a.and,1H Observe  ,9,dp,CD2Cl2,1,Noah,60
80344,26/03/2014 12:17,8,00:01:09,1,proton.a.and,1H Observe  ,68,jcw,CDCl3,1,Noah,60
80345,26/03/2014 12:17,9,00:01:09,1,proton.a.and,1H Observe  ,68,jcw,CDCl3,1,Noah,60
80347,26/03/2014 12:40,10,00:01:09,1,proton.a.and,1H Observe  ,150,csjc,CDCl3,1,Noah,60
80350,26/03/2014 12:59,20,00:00:57,1,proton.a.and,1H Observe  ,179,mlc,C6D6,4,Felix,60
80351,26/03/2014 12:59,20,00:02:09,21,f19cpd_80ppm.a.and,19F Observe with 1H decoupling - SW 80 ppm,179,mlc,C6D6,4,Felix,60
80352,26/03/2014 12:59,21,00:00:57,1,proton.a.and,1H Observe  ,179,mlc,C6D6,4,Felix,60
80353,26/03/2014 12:59,21,00:02:09,21,f19cpd_80ppm.a.and,19F Observe with 1H decoupling - SW 80 ppm,179,mlc,C6D6,4,Felix,60
80355,26/03/2014 13:02,11,00:01:09,1,proton.a.and,1H Observe  ,172,spn,CDCl3,1,Noah,60
80357,26/03/2014 13:11,22,00:01:55,20,f19cpd.a.and,19F Observe with 1H decoupling - Full Range SW,248,paw,None,4,Felix,60
80360,26/03/2014 13:11,12,00:01:09,1,proton.a.and,1H Observe  ,200,njw,CDCl3,1,Noah,60
80361,26/03/2014 13:11,13,00:01:09,1,proton.a.and,1H Observe  ,200,njw,CDCl3,1,Noah,60
80363,26/03/2014 13:26,23,00:00:57,1,proton.a.and,1H Observe  ,157,dp,CDCl3,4,Felix,60
80365,26/03/2014 13:32,14,00:01:09,1,proton.a.and,1H Observe  ,179,mlc,C6D6,1,Noah,60
80366,26/03/2014 13:32,14,00:02:24,21,f19cpd_80ppm.a.and,19F Observe with 1H decoupling - SW 80 ppm,179,mlc,C6D6,1,Noah,60
80368,26/03/2014 13:34,15,00:01:09,1,proton.a.and,1H Observe  ,179,mlc,C6D6,1,Noah,60
80369,26/03/2014 13:34,15,00:02:24,21,f19cpd_80ppm.a.and,19F Observe with 1H decoupling - SW 80 ppm,179,mlc,C6D6,1,Noah,60
80371,26/03/2014 13:51,16,00:01:09,1,proton.a.and,1H Observe  ,200,njw,CDCl3,1,Noah,60
80373,26/03/2014 13:52,17,00:01:09,1,proton.a.and,1H Observe  ,150,csjc,C6D6,1,Noah,60
80376,26/03/2014 13:59,1,00:00:57,1,proton.a.and,1H Observe  ,46,njw,CDCl3,5,Alec,60
80377,26/03/2014 13:59,2,00:00:57,1,proton.a.and,1H Observe  ,46,njw,CDCl3,5,Alec,60
80380,26/03/2014 14:05,3,00:01:42,1,proton.a.and,1H Observe  ,9,dp,CDCl3,5,Alec,60
80381,26/03/2014 14:05,4,00:01:42,1,proton.a.and,1H Observe  ,9,dp,CDCl3,5,Alec,60
80383,26/03/2014 14:08,18,00:01:09,1,proton.a.and,1H Observe  ,68,jcw,CDCl3,1,Noah,60
80385,26/03/2014 14:12,5,00:00:57,1,proton.a.and,1H Observe  ,197,erk,Tol,5,Alec,60
80386,26/03/2014 14:12,5,00:06:29,21,f19cpd_80ppm.a.and,19F Observe with 1H decoupling - SW 80 ppm,197,erk,Tol,5,Alec,60
80388,26/03/2014 14:13,19,00:03:54,1,proton.a.and,1H Observe  ,179,mlc,C6D6,1,Noah,60
80389,26/03/2014 14:13,19,00:02:24,21,f19cpd_80ppm.a.and,19F Observe with 1H decoupling - SW 80 ppm,179,mlc,C6D6,1,Noah,60
80391,26/03/2014 14:14,6,00:00:57,1,proton.a.and,1H Observe  ,198,jcw,CDCl3,5,Alec,60
80394,26/03/2014 14:16,7,00:00:57,1,proton.a.and,1H Observe  ,232,doh,CDCl3,5,Alec,60
80395,26/03/2014 14:16,8,00:00:57,1,proton.a.and,1H Observe  ,232,doh,CDCl3,5,Alec,60
80398,26/03/2014 14:16,20,00:01:09,1,proton.a.and,1H Observe  ,128,ads,CDCl3,1,Noah,60
80399,26/03/2014 14:16,21,00:01:09,1,proton.a.and,1H Observe  ,128,ads,CDCl3,1,Noah,60
80401,26/03/2014 14:19,9,00:00:57,1,proton.a.and,1H Observe  ,119,gjf,CDCl3,5,Alec,60
80403,26/03/2014 14:22,10,00:00:57,1,proton.a.and,1H Observe  ,188,jhn,MeOD,5,Alec,60
80404,26/03/2014 14:22,10,01:05:05,112,ghmbc-n15.a.and,2D 1H#15N-gs-HMBC ,188,jhn,MeOD,5,Alec,60
80406,26/03/2014 14:25,11,00:00:57,1,proton.a.and,1H Observe  ,182,spn,CDCl3,5,Alec,60
80409,26/03/2014 14:33,22,00:01:09,1,proton.a.and,1H Observe  ,15,ads,CDCl3,1,Noah,60
80410,26/03/2014 14:33,23,00:01:09,1,proton.a.and,1H Observe  ,15,ads,CDCl3,1,Noah,60
